No.,Time,Source,Destination,Protocol,Length,Sequence Number (raw),Acknowledgment number (raw),Acknowledgment Number,Sequence Number,Info
33021,46.423546708,128.135.11.239,192.168.0.100,TCP,1594,3060416465.0,1535537520.0,1853.0,77149.0,443  >  49734 [ACK] Seq=77149 Ack=1853 Win=64128 Len=1448 TSval=80184409 TSecr=3550670651 [TCP segment of a reassembled PDU]
33025,46.424548689,128.135.11.239,192.168.0.100,TCP,1594,3060417913.0,1535537520.0,1853.0,78597.0,"443  >  49734 [PSH, ACK] Seq=78597 Ack=1853 Win=64128 Len=1448 TSval=80184409 TSecr=3550670651 [TCP segment of a reassembled PDU]"
33026,46.424564047,128.135.11.239,192.168.0.100,TCP,1594,3060419361.0,1535537520.0,1853.0,80045.0,443  >  49734 [ACK] Seq=80045 Ack=1853 Win=64128 Len=1448 TSval=80184410 TSecr=3550670651 [TCP segment of a reassembled PDU]
33027,46.424572151,128.135.11.239,192.168.0.100,TCP,1594,3060420809.0,1535537520.0,1853.0,81493.0,"443  >  49734 [PSH, ACK] Seq=81493 Ack=1853 Win=64128 Len=1448 TSval=80184410 TSecr=3550670651 [TCP segment of a reassembled PDU]"
33028,46.424578045,128.135.11.239,192.168.0.100,TCP,1594,3060422257.0,1535537520.0,1853.0,82941.0,443  >  49734 [ACK] Seq=82941 Ack=1853 Win=64128 Len=1448 TSval=80184410 TSecr=3550670651 [TCP segment of a reassembled PDU]
33029,46.424583748,128.135.11.239,192.168.0.100,TLSv1.3,1594,3060423705.0,1535537520.0,1853.0,84389.0,Application Data
33030,46.424588322,128.135.11.239,192.168.0.100,TCP,1594,3060425153.0,1535537520.0,1853.0,85837.0,443  >  49734 [ACK] Seq=85837 Ack=1853 Win=64128 Len=1448 TSval=80184410 TSecr=3550670651 [TCP segment of a reassembled PDU]
33031,46.424595665,128.135.11.239,192.168.0.100,TCP,1594,3060426601.0,1535537520.0,1853.0,87285.0,"443  >  49734 [PSH, ACK] Seq=87285 Ack=1853 Win=64128 Len=1448 TSval=80184410 TSecr=3550670651 [TCP segment of a reassembled PDU]"
33032,46.424601067,128.135.11.239,192.168.0.100,TLSv1.3,818,3060428049.0,1535537520.0,1853.0,88733.0,Application Data
33043,46.428031094,128.135.11.239,192.168.0.100,TCP,1594,3060417913.0,1535537520.0,1853.0,78597.0,"[TCP Retransmission] 443  >  49734 [PSH, ACK] Seq=78597 Ack=1853 Win=64128 Len=1448 TSval=80184409 TSecr=3550670651"
33044,46.428037413,128.135.11.239,192.168.0.100,TCP,1594,3060419361.0,1535537520.0,1853.0,80045.0,[TCP Retransmission] 443  >  49734 [ACK] Seq=80045 Ack=1853 Win=64128 Len=1448 TSval=80184410 TSecr=3550670651
33045,46.428045543,128.135.11.239,192.168.0.100,TCP,1594,3060420809.0,1535537520.0,1853.0,81493.0,"[TCP Retransmission] 443  >  49734 [PSH, ACK] Seq=81493 Ack=1853 Win=64128 Len=1448 TSval=80184410 TSecr=3550670651"
33046,46.428050088,128.135.11.239,192.168.0.100,TCP,1594,3060422257.0,1535537520.0,1853.0,82941.0,[TCP Retransmission] 443  >  49734 [ACK] Seq=82941 Ack=1853 Win=64128 Len=1448 TSval=80184410 TSecr=3550670651
33047,46.428055662,128.135.11.239,192.168.0.100,TCP,1594,3060423705.0,1535537520.0,1853.0,84389.0,"[TCP Retransmission] 443  >  49734 [PSH, ACK] Seq=84389 Ack=1853 Win=64128 Len=1448 TSval=80184410 TSecr=3550670651"
33048,46.428060109,128.135.11.239,192.168.0.100,TCP,1594,3060425153.0,1535537520.0,1853.0,85837.0,[TCP Retransmission] 443  >  49734 [ACK] Seq=85837 Ack=1853 Win=64128 Len=1448 TSval=80184410 TSecr=3550670651
33049,46.428065776,128.135.11.239,192.168.0.100,TCP,1594,3060426601.0,1535537520.0,1853.0,87285.0,"[TCP Retransmission] 443  >  49734 [PSH, ACK] Seq=87285 Ack=1853 Win=64128 Len=1448 TSval=80184410 TSecr=3550670651"
33050,46.42807003,128.135.11.239,192.168.0.100,TCP,818,3060428049.0,1535537520.0,1853.0,88733.0,"[TCP Retransmission] 443  >  49734 [PSH, ACK] Seq=88733 Ack=1853 Win=64128 Len=672 TSval=80184410 TSecr=3550670651"
33055,46.429600756,128.135.11.239,192.168.0.100,TCP,1594,3060417913.0,1535537520.0,1853.0,78597.0,"[TCP Retransmission] 443  >  49734 [PSH, ACK] Seq=78597 Ack=1853 Win=64128 Len=1448 TSval=80184409 TSecr=3550670651"
33056,46.429620036,128.135.11.239,192.168.0.100,TCP,1594,3060419361.0,1535537520.0,1853.0,80045.0,[TCP Retransmission] 443  >  49734 [ACK] Seq=80045 Ack=1853 Win=64128 Len=1448 TSval=80184410 TSecr=3550670651
33057,46.429628161,128.135.11.239,192.168.0.100,TCP,1594,3060420809.0,1535537520.0,1853.0,81493.0,"[TCP Retransmission] 443  >  49734 [PSH, ACK] Seq=81493 Ack=1853 Win=64128 Len=1448 TSval=80184410 TSecr=3550670651"
33058,46.429632736,128.135.11.239,192.168.0.100,TCP,1594,3060422257.0,1535537520.0,1853.0,82941.0,[TCP Retransmission] 443  >  49734 [ACK] Seq=82941 Ack=1853 Win=64128 Len=1448 TSval=80184410 TSecr=3550670651
33059,46.429638626,128.135.11.239,192.168.0.100,TCP,1594,3060423705.0,1535537520.0,1853.0,84389.0,"[TCP Retransmission] 443  >  49734 [PSH, ACK] Seq=84389 Ack=1853 Win=64128 Len=1448 TSval=80184410 TSecr=3550670651"
33060,46.429656298,128.135.11.239,192.168.0.100,TCP,1594,3060425153.0,1535537520.0,1853.0,85837.0,[TCP Retransmission] 443  >  49734 [ACK] Seq=85837 Ack=1853 Win=64128 Len=1448 TSval=80184410 TSecr=3550670651
33061,46.429660923,128.135.11.239,192.168.0.100,TCP,1594,3060426601.0,1535537520.0,1853.0,87285.0,"[TCP Retransmission] 443  >  49734 [PSH, ACK] Seq=87285 Ack=1853 Win=64128 Len=1448 TSval=80184410 TSecr=3550670651"
33062,46.429666399,128.135.11.239,192.168.0.100,TCP,818,3060428049.0,1535537520.0,1853.0,88733.0,"[TCP Retransmission] 443  >  49734 [PSH, ACK] Seq=88733 Ack=1853 Win=64128 Len=672 TSval=80184410 TSecr=3550670651"
33066,46.430995535,128.135.11.239,192.168.0.100,TCP,1594,3060417913.0,1535537520.0,1853.0,78597.0,"[TCP Retransmission] 443  >  49734 [PSH, ACK] Seq=78597 Ack=1853 Win=64128 Len=1448 TSval=80184409 TSecr=3550670651"
33067,46.431010927,128.135.11.239,192.168.0.100,TCP,1594,3060419361.0,1535537520.0,1853.0,80045.0,[TCP Retransmission] 443  >  49734 [ACK] Seq=80045 Ack=1853 Win=64128 Len=1448 TSval=80184410 TSecr=3550670651
33068,46.43101941,128.135.11.239,192.168.0.100,TCP,1594,3060420809.0,1535537520.0,1853.0,81493.0,"[TCP Retransmission] 443  >  49734 [PSH, ACK] Seq=81493 Ack=1853 Win=64128 Len=1448 TSval=80184410 TSecr=3550670651"
33069,46.431025123,128.135.11.239,192.168.0.100,TCP,1594,3060422257.0,1535537520.0,1853.0,82941.0,[TCP Retransmission] 443  >  49734 [ACK] Seq=82941 Ack=1853 Win=64128 Len=1448 TSval=80184410 TSecr=3550670651
33070,46.431029564,128.135.11.239,192.168.0.100,TCP,1594,3060423705.0,1535537520.0,1853.0,84389.0,"[TCP Retransmission] 443  >  49734 [PSH, ACK] Seq=84389 Ack=1853 Win=64128 Len=1448 TSval=80184410 TSecr=3550670651"
33071,46.431035354,128.135.11.239,192.168.0.100,TCP,1594,3060425153.0,1535537520.0,1853.0,85837.0,[TCP Retransmission] 443  >  49734 [ACK] Seq=85837 Ack=1853 Win=64128 Len=1448 TSval=80184410 TSecr=3550670651
33072,46.431042777,128.135.11.239,192.168.0.100,TCP,1594,3060426601.0,1535537520.0,1853.0,87285.0,"[TCP Retransmission] 443  >  49734 [PSH, ACK] Seq=87285 Ack=1853 Win=64128 Len=1448 TSval=80184410 TSecr=3550670651"
33073,46.431047061,128.135.11.239,192.168.0.100,TCP,818,3060428049.0,1535537520.0,1853.0,88733.0,"[TCP Retransmission] 443  >  49734 [PSH, ACK] Seq=88733 Ack=1853 Win=64128 Len=672 TSval=80184410 TSecr=3550670651"
33081,46.43183555,192.168.0.100,128.135.11.239,TCP,146,1535537520.0,3060393297.0,53981.0,1853.0,49734  >  443 [ACK] Seq=1853 Ack=53981 Win=125248 Len=0 TSval=3550670666 TSecr=80184401
33082,46.431844698,192.168.0.100,128.135.11.239,TCP,146,1535537520.0,3060394745.0,55429.0,1853.0,49734  >  443 [ACK] Seq=1853 Ack=55429 Win=131072 Len=0 TSval=3550670666 TSecr=80184401
33083,46.431849009,192.168.0.100,128.135.11.239,TCP,146,2000425947.0,2039132363.0,261.0,720.0,49735  >  443 [ACK] Seq=720 Ack=261 Win=131456 Len=0 TSval=2504988647 TSecr=80184402
33084,46.431853038,192.168.0.100,128.135.11.239,TCP,146,1535537520.0,3060396193.0,56877.0,1853.0,49734  >  443 [ACK] Seq=1853 Ack=56877 Win=131072 Len=0 TSval=3550670666 TSecr=80184401
33085,46.4318575,192.168.0.100,128.135.11.239,TLSv1.3,226,2000425947.0,2039132363.0,261.0,720.0,"Change Cipher Spec, Application Data"
33086,46.431862292,192.168.0.100,128.135.11.239,TLSv1.3,614,2000426027.0,2039132363.0,261.0,800.0,Application Data
33088,46.43205953,128.135.11.239,192.168.0.100,TLSv1.3,406,27179968.0,3883440621.0,720.0,1.0,"Server Hello, Change Cipher Spec, Application Data, Application Data"
33092,46.432423213,192.168.0.100,128.135.11.239,TCP,146,1535537520.0,3060399089.0,59773.0,1853.0,49734  >  443 [ACK] Seq=1853 Ack=59773 Win=128128 Len=0 TSval=3550670668 TSecr=80184409
33093,46.432428884,192.168.0.100,128.135.11.239,TCP,146,1535537520.0,3060399089.0,59773.0,1853.0,[TCP Window Update] 49734  >  443 [ACK] Seq=1853 Ack=59773 Win=131072 Len=0 TSval=3550670668 TSecr=80184409
33094,46.432432766,192.168.0.100,128.135.11.239,TCP,146,1535537520.0,3060401985.0,62669.0,1853.0,49734  >  443 [ACK] Seq=1853 Ack=62669 Win=128128 Len=0 TSval=3550670668 TSecr=80184409
33095,46.432436919,192.168.0.100,128.135.11.239,TCP,146,1535537520.0,3060406329.0,67013.0,1853.0,49734  >  443 [ACK] Seq=1853 Ack=67013 Win=123776 Len=0 TSval=3550670668 TSecr=80184409
33096,46.432441067,192.168.0.100,128.135.11.239,TCP,146,1535537520.0,3060406329.0,67013.0,1853.0,[TCP Window Update] 49734  >  443 [ACK] Seq=1853 Ack=67013 Win=131072 Len=0 TSval=3550670668 TSecr=80184409
33097,46.432444778,192.168.0.100,128.135.11.239,TCP,146,1535537520.0,3060409225.0,69909.0,1853.0,49734  >  443 [ACK] Seq=1853 Ack=69909 Win=128128 Len=0 TSval=3550670669 TSecr=80184409
33098,46.432448485,192.168.0.100,128.135.11.239,TCP,146,1535537520.0,3060412121.0,72805.0,1853.0,49734  >  443 [ACK] Seq=1853 Ack=72805 Win=127488 Len=0 TSval=3550670669 TSecr=80184409
33099,46.432452186,192.168.0.100,128.135.11.239,TCP,146,1535537520.0,3060412121.0,72805.0,1853.0,[TCP Window Update] 49734  >  443 [ACK] Seq=1853 Ack=72805 Win=131072 Len=0 TSval=3550670669 TSecr=80184409
33100,46.432455882,192.168.0.100,128.135.11.239,TCP,146,1535537520.0,3060415017.0,75701.0,1853.0,49734  >  443 [ACK] Seq=1853 Ack=75701 Win=128128 Len=0 TSval=3550670669 TSecr=80184409
33101,46.432460086,192.168.0.100,128.135.11.239,TCP,146,1535537520.0,3060415017.0,75701.0,1853.0,[TCP Window Update] 49734  >  443 [ACK] Seq=1853 Ack=75701 Win=131072 Len=0 TSval=3550670669 TSecr=80184409
33102,46.43246407,192.168.0.100,128.135.11.239,TCP,146,1535537520.0,3060417913.0,78597.0,1853.0,49734  >  443 [ACK] Seq=1853 Ack=78597 Win=128128 Len=0 TSval=3550670669 TSecr=80184409
33103,46.432468086,192.168.0.100,128.135.11.239,TCP,146,1535537520.0,3060417913.0,78597.0,1853.0,[TCP Window Update] 49734  >  443 [ACK] Seq=1853 Ack=78597 Win=131072 Len=0 TSval=3550670669 TSecr=80184409
33104,46.432472243,192.168.0.100,128.135.11.239,TCP,146,1535537520.0,3060420809.0,81493.0,1853.0,49734  >  443 [ACK] Seq=1853 Ack=81493 Win=128128 Len=0 TSval=3550670670 TSecr=80184410
33105,46.432475932,192.168.0.100,128.135.11.239,TCP,146,1535537520.0,3060423705.0,84389.0,1853.0,49734  >  443 [ACK] Seq=1853 Ack=84389 Win=125248 Len=0 TSval=3550670670 TSecr=80184410
33106,46.432479636,192.168.0.100,128.135.11.239,TCP,146,1535537520.0,3060423705.0,84389.0,1853.0,[TCP Window Update] 49734  >  443 [ACK] Seq=1853 Ack=84389 Win=131072 Len=0 TSval=3550670670 TSecr=80184410
33107,46.432483336,192.168.0.100,128.135.11.239,TCP,146,1535537520.0,3060426601.0,87285.0,1853.0,49734  >  443 [ACK] Seq=1853 Ack=87285 Win=128128 Len=0 TSval=3550670670 TSecr=80184410
33108,46.432487399,192.168.0.100,128.135.11.239,TCP,146,1535537520.0,3060426601.0,87285.0,1853.0,[TCP Window Update] 49734  >  443 [ACK] Seq=1853 Ack=87285 Win=131072 Len=0 TSval=3550670670 TSecr=80184410
33109,46.432491081,192.168.0.100,128.135.11.239,TCP,146,1535537520.0,3060428721.0,89405.0,1853.0,49734  >  443 [ACK] Seq=1853 Ack=89405 Win=128896 Len=0 TSval=3550670670 TSecr=80184410
33113,46.432858155,128.135.11.239,192.168.0.100,TCP,146,2039132363.0,2000426027.0,800.0,261.0,443  >  49735 [ACK] Seq=261 Ack=800 Win=64512 Len=0 TSval=80184420 TSecr=2504988647
33114,46.432863153,128.135.11.239,192.168.0.100,TCP,146,2039132363.0,2000426495.0,1268.0,261.0,443  >  49735 [ACK] Seq=261 Ack=1268 Win=64128 Len=0 TSval=80184421 TSecr=2504988648
33118,46.432929124,192.168.0.100,128.135.11.239,TCP,146,3883440621.0,27180228.0,261.0,720.0,49736  >  443 [ACK] Seq=720 Ack=261 Win=131456 Len=0 TSval=321979806 TSecr=80184410
33120,46.433190129,128.135.11.239,192.168.0.100,TLSv1.3,465,2039132363.0,2000426495.0,1268.0,261.0,Application Data
33124,46.433666548,192.168.0.100,128.135.11.239,TLSv1.3,226,3883440621.0,27180228.0,261.0,720.0,"Change Cipher Spec, Application Data"
33128,46.434099174,192.168.0.100,128.135.11.239,TCP,146,2000426495.0,2039132682.0,580.0,1268.0,49735  >  443 [ACK] Seq=1268 Ack=580 Win=131136 Len=0 TSval=2504988660 TSecr=80184421
33129,46.434105885,192.168.0.100,128.135.11.239,TLSv1.3,616,3883440701.0,27180228.0,261.0,800.0,Application Data
33131,46.434439921,128.135.11.239,192.168.0.100,TLSv1.3,1594,2039132682.0,2000426495.0,1268.0,580.0,Application Data
33135,46.434624824,128.135.11.239,192.168.0.100,TCP,1594,2039134130.0,2000426495.0,1268.0,2028.0,"443  >  49735 [PSH, ACK] Seq=2028 Ack=1268 Win=64128 Len=1448 TSval=80184422 TSecr=2504988648 [TCP segment of a reassembled PDU]"
33136,46.434634551,128.135.11.239,192.168.0.100,TCP,1594,2039135578.0,2000426495.0,1268.0,3476.0,443  >  49735 [ACK] Seq=3476 Ack=1268 Win=64128 Len=1448 TSval=80184422 TSecr=2504988648 [TCP segment of a reassembled PDU]
33140,46.435416977,128.135.11.239,192.168.0.100,TCP,1594,2039137026.0,2000426495.0,1268.0,4924.0,"443  >  49735 [PSH, ACK] Seq=4924 Ack=1268 Win=64128 Len=1448 TSval=80184422 TSecr=2504988648 [TCP segment of a reassembled PDU]"
33141,46.435431155,128.135.11.239,192.168.0.100,TCP,1594,2039138474.0,2000426495.0,1268.0,6372.0,443  >  49735 [ACK] Seq=6372 Ack=1268 Win=64128 Len=1448 TSval=80184422 TSecr=2504988648 [TCP segment of a reassembled PDU]
33142,46.435435799,128.135.11.239,192.168.0.100,TCP,1594,2039139922.0,2000426495.0,1268.0,7820.0,"443  >  49735 [PSH, ACK] Seq=7820 Ack=1268 Win=64128 Len=1448 TSval=80184422 TSecr=2504988648 [TCP segment of a reassembled PDU]"
33143,46.435441405,128.135.11.239,192.168.0.100,TCP,1594,2039141370.0,2000426495.0,1268.0,9268.0,443  >  49735 [ACK] Seq=9268 Ack=1268 Win=64128 Len=1448 TSval=80184422 TSecr=2504988648 [TCP segment of a reassembled PDU]
33144,46.435445742,128.135.11.239,192.168.0.100,TCP,146,27180228.0,3883440701.0,800.0,261.0,443  >  49736 [ACK] Seq=261 Ack=800 Win=64512 Len=0 TSval=80184422 TSecr=321979806
33148,46.435584608,192.168.0.100,128.135.11.239,TCP,146,2000426495.0,2039134130.0,2028.0,1268.0,49735  >  443 [ACK] Seq=1268 Ack=2028 Win=129728 Len=0 TSval=2504988661 TSecr=80184422
33149,46.435589329,192.168.0.100,128.135.11.239,TCP,146,2000426495.0,2039137026.0,4924.0,1268.0,49735  >  443 [ACK] Seq=1268 Ack=4924 Win=128128 Len=0 TSval=2504988661 TSecr=80184422
33150,46.435593868,192.168.0.100,128.135.11.239,TCP,146,2000426495.0,2039137026.0,4924.0,1268.0,[TCP Window Update] 49735  >  443 [ACK] Seq=1268 Ack=4924 Win=131072 Len=0 TSval=2504988661 TSecr=80184422
33154,46.436322777,128.135.11.239,192.168.0.100,TCP,1594,2039142818.0,2000426495.0,1268.0,10716.0,"443  >  49735 [PSH, ACK] Seq=10716 Ack=1268 Win=64128 Len=1448 TSval=80184422 TSecr=2504988648 [TCP segment of a reassembled PDU]"
33155,46.436333063,128.135.11.239,192.168.0.100,TCP,1594,2039144266.0,2000426495.0,1268.0,12164.0,443  >  49735 [ACK] Seq=12164 Ack=1268 Win=64128 Len=1448 TSval=80184422 TSecr=2504988648 [TCP segment of a reassembled PDU]
33156,46.43633786,128.135.11.239,192.168.0.100,TCP,1594,2039145714.0,2000426495.0,1268.0,13612.0,443  >  49735 [ACK] Seq=13612 Ack=1268 Win=64128 Len=1448 TSval=80184423 TSecr=2504988660 [TCP segment of a reassembled PDU]
33157,46.436343278,128.135.11.239,192.168.0.100,TCP,1594,2039147162.0,2000426495.0,1268.0,15060.0,"443  >  49735 [PSH, ACK] Seq=15060 Ack=1268 Win=64128 Len=1448 TSval=80184423 TSecr=2504988660 [TCP segment of a reassembled PDU]"
33158,46.436347594,128.135.11.239,192.168.0.100,TLSv1.3,465,27180228.0,3883440701.0,800.0,261.0,Application Data
33159,46.436351703,128.135.11.239,192.168.0.100,TCP,146,27180547.0,3883441171.0,1270.0,580.0,443  >  49736 [ACK] Seq=580 Ack=1270 Win=64128 Len=0 TSval=80184423 TSecr=321979807
33160,46.436355773,128.135.11.239,192.168.0.100,TLSv1.3,1594,27180547.0,3883441171.0,1270.0,580.0,Application Data
33164,46.437332376,128.135.11.239,192.168.0.100,TCP,1594,27181995.0,3883441171.0,1270.0,2028.0,"443  >  49736 [PSH, ACK] Seq=2028 Ack=1270 Win=64128 Len=1448 TSval=80184424 TSecr=321979807 [TCP segment of a reassembled PDU]"
33165,46.437347727,128.135.11.239,192.168.0.100,TCP,1594,27183443.0,3883441171.0,1270.0,3476.0,443  >  49736 [ACK] Seq=3476 Ack=1270 Win=64128 Len=1448 TSval=80184424 TSecr=321979807 [TCP segment of a reassembled PDU]
33166,46.43735646,128.135.11.239,192.168.0.100,TCP,1594,27184891.0,3883441171.0,1270.0,4924.0,"443  >  49736 [PSH, ACK] Seq=4924 Ack=1270 Win=64128 Len=1448 TSval=80184424 TSecr=321979807 [TCP segment of a reassembled PDU]"
33167,46.43736221,128.135.11.239,192.168.0.100,TCP,1594,27186339.0,3883441171.0,1270.0,6372.0,443  >  49736 [ACK] Seq=6372 Ack=1270 Win=64128 Len=1448 TSval=80184424 TSecr=321979807 [TCP segment of a reassembled PDU]
33168,46.437369876,128.135.11.239,192.168.0.100,TCP,1594,27187787.0,3883441171.0,1270.0,7820.0,"443  >  49736 [PSH, ACK] Seq=7820 Ack=1270 Win=64128 Len=1448 TSval=80184424 TSecr=321979807 [TCP segment of a reassembled PDU]"
33169,46.437375739,128.135.11.239,192.168.0.100,TCP,1594,27189235.0,3883441171.0,1270.0,9268.0,443  >  49736 [ACK] Seq=9268 Ack=1270 Win=64128 Len=1448 TSval=80184424 TSecr=321979807 [TCP segment of a reassembled PDU]
33170,46.437380061,128.135.11.239,192.168.0.100,TCP,1594,27190683.0,3883441171.0,1270.0,10716.0,"443  >  49736 [PSH, ACK] Seq=10716 Ack=1270 Win=64128 Len=1448 TSval=80184424 TSecr=321979807 [TCP segment of a reassembled PDU]"
33174,46.438212804,128.135.11.239,192.168.0.100,TCP,1594,27192131.0,3883441171.0,1270.0,12164.0,443  >  49736 [ACK] Seq=12164 Ack=1270 Win=64128 Len=1448 TSval=80184424 TSecr=321979807 [TCP segment of a reassembled PDU]
33175,46.438223225,128.135.11.239,192.168.0.100,TLSv1.3,1594,2039148610.0,2000426495.0,1268.0,16508.0,Application Data
33176,46.438229218,128.135.11.239,192.168.0.100,TCP,1594,2039150058.0,2000426495.0,1268.0,17956.0,"443  >  49735 [PSH, ACK] Seq=17956 Ack=1268 Win=64128 Len=1448 TSval=80184424 TSecr=2504988661 [TCP segment of a reassembled PDU]"
33177,46.438233821,128.135.11.239,192.168.0.100,TCP,1594,2039151506.0,2000426495.0,1268.0,19404.0,443  >  49735 [ACK] Seq=19404 Ack=1268 Win=64128 Len=1448 TSval=80184424 TSecr=2504988661 [TCP segment of a reassembled PDU]
33178,46.438239445,128.135.11.239,192.168.0.100,TCP,1594,2039152954.0,2000426495.0,1268.0,20852.0,"443  >  49735 [PSH, ACK] Seq=20852 Ack=1268 Win=64128 Len=1448 TSval=80184424 TSecr=2504988661 [TCP segment of a reassembled PDU]"
33179,46.438245309,128.135.11.239,192.168.0.100,TCP,1594,2039154402.0,2000426495.0,1268.0,22300.0,443  >  49735 [ACK] Seq=22300 Ack=1268 Win=64128 Len=1448 TSval=80184424 TSecr=2504988661 [TCP segment of a reassembled PDU]
33180,46.438249746,128.135.11.239,192.168.0.100,TCP,1594,2039155850.0,2000426495.0,1268.0,23748.0,"443  >  49735 [PSH, ACK] Seq=23748 Ack=1268 Win=64128 Len=1448 TSval=80184424 TSecr=2504988661 [TCP segment of a reassembled PDU]"
33185,46.44043505,192.168.0.100,128.135.11.239,TCP,146,2000426495.0,2039141370.0,9268.0,1268.0,49735  >  443 [ACK] Seq=1268 Ack=9268 Win=129600 Len=0 TSval=2504988662 TSecr=80184422
33186,46.44044,192.168.0.100,128.135.11.239,TCP,146,2000426495.0,2039142818.0,10716.0,1268.0,49735  >  443 [ACK] Seq=1268 Ack=10716 Win=128128 Len=0 TSval=2504988662 TSecr=80184422
33187,46.440443722,192.168.0.100,128.135.11.239,TCP,146,2000426495.0,2039142818.0,10716.0,1268.0,[TCP Window Update] 49735  >  443 [ACK] Seq=1268 Ack=10716 Win=131072 Len=0 TSval=2504988662 TSecr=80184422
33188,46.440447423,192.168.0.100,128.135.11.239,TCP,146,2000426495.0,2039144266.0,12164.0,1268.0,49735  >  443 [ACK] Seq=1268 Ack=12164 Win=129600 Len=0 TSval=2504988662 TSecr=80184422
33189,46.440451809,192.168.0.100,128.135.11.239,TCP,146,2000426495.0,2039145714.0,13612.0,1268.0,49735  >  443 [ACK] Seq=1268 Ack=13612 Win=128128 Len=0 TSval=2504988662 TSecr=80184422
33190,46.44045602,192.168.0.100,128.135.11.239,TCP,146,2000426495.0,2039147162.0,15060.0,1268.0,49735  >  443 [ACK] Seq=1268 Ack=15060 Win=126720 Len=0 TSval=2504988662 TSecr=80184423
33191,46.440460213,192.168.0.100,128.135.11.239,TCP,146,2000426495.0,2039147162.0,15060.0,1268.0,[TCP Window Update] 49735  >  443 [ACK] Seq=1268 Ack=15060 Win=131072 Len=0 TSval=2504988662 TSecr=80184423
33192,46.440464774,192.168.0.100,128.135.11.239,TCP,146,2000426495.0,2039148610.0,16508.0,1268.0,49735  >  443 [ACK] Seq=1268 Ack=16508 Win=129600 Len=0 TSval=2504988663 TSecr=80184423
33193,46.4404685,192.168.0.100,128.135.11.239,TCP,146,3883441171.0,27180547.0,580.0,1270.0,49736  >  443 [ACK] Seq=1270 Ack=580 Win=131136 Len=0 TSval=321979810 TSecr=80184423
33194,46.440472161,192.168.0.100,128.135.11.239,TCP,146,3883441171.0,27181995.0,2028.0,1270.0,49736  >  443 [ACK] Seq=1270 Ack=2028 Win=129728 Len=0 TSval=321979810 TSecr=80184424
33195,46.440476505,192.168.0.100,128.135.11.239,TCP,146,3883441171.0,27184891.0,4924.0,1270.0,49736  >  443 [ACK] Seq=1270 Ack=4924 Win=126784 Len=0 TSval=321979810 TSecr=80184424
33196,46.440480483,192.168.0.100,128.135.11.239,TCP,146,3883441171.0,27187787.0,7820.0,1270.0,49736  >  443 [ACK] Seq=1270 Ack=7820 Win=123904 Len=0 TSval=321979810 TSecr=80184424
